run_id,module_name,category,status,critical,rows,latest_value,message,finished_at_utc
20260525T121400+0000,watchlist_news,新聞,success,True,120,2026-05-25T06:55:00+00:00,updated news.parquet,2026-05-25T12:14:10+00:00
20260525T121400+0000,international_news,新聞,success,False,37,2026-05-25T06:08:20+00:00,updated international_news.parquet,2026-05-25T12:14:12+00:00
20260525T121400+0000,discovery_news,探索,success,False,35,2026-05-25T03:20:00+00:00,updated discovery_news.parquet,2026-05-25T12:14:13+00:00
20260525T121400+0000,tsla_focus_news,專題,success,False,48,2026-05-24T13:26:12+00:00,updated tsla_keyword_news.parquet,2026-05-25T12:14:21+00:00
20260525T121400+0000,discovery_mentions,探索,success,False,17,2026-05-25T03:20:00+00:00,updated discovery_mentions.parquet,2026-05-25T12:14:23+00:00
20260525T121400+0000,discovery_candidates,探索,success,False,10,2026-05-25T12:14:00+00:00,updated discovery_candidates.parquet,2026-05-25T12:14:23+00:00
20260525T121400+0000,discovery_history,探索,success,False,55,2026-05-25T00:00:00+00:00,updated discovery_history.parquet,2026-05-25T12:14:23+00:00
20260525T121400+0000,discovery_performance,探索,success,False,114,,updated discovery_performance.parquet,2026-05-25T12:14:23+00:00
20260525T121400+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-25T12:14:23+00:00
20260525T121400+0000,kg_fact_events,知識圖譜,success,False,154,2026-05-25T06:55:00+00:00,updated kg/fact_events.parquet,2026-05-25T12:14:25+00:00
20260525T121400+0000,kg_narratives,知識圖譜,success,False,154,2026-05-25T06:55:00+00:00,updated kg/narrative_features.parquet,2026-05-25T12:14:25+00:00
20260525T121400+0000,kg_reactions,知識圖譜,success,False,508,2026-05-25T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-25T12:14:25+00:00
20260525T121400+0000,kg_links,知識圖譜,success,False,265,2026-05-25T12:14:24+00:00,updated kg/event_links.parquet,2026-05-25T12:14:25+00:00
20260525T121400+0000,kg_metadata,知識圖譜,success,False,1,2026-05-25T12:14:00+00:00,updated kg/kg_metadata.json,2026-05-25T12:14:25+00:00
20260525T121400+0000,prediction_log,模型,success,False,18,2026-05-22T00:00:00+00:00,updated prediction_log.csv,2026-05-25T12:14:26+00:00
20260525T121400+0000,lstm_features,模型,success,False,72,2026-04-24T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-25T12:14:33+00:00
20260525T121400+0000,lstm_status,模型,success,False,72,2026-05-25T12:14:33+00:00,updated lstm status,2026-05-25T12:14:33+00:00
20260525T125106+0000,market_prices,主資料,success,True,116760,2026-05-25T00:00:00+00:00,updated prices.parquet,2026-05-25T12:51:11+00:00
20260525T125106+0000,market_macro,主資料,success,True,17621,2026-05-22T00:00:00+00:00,updated macro.parquet,2026-05-25T12:51:11+00:00
20260525T125106+0000,watchlist_news,新聞,success,True,120,2026-05-25T06:55:00+00:00,updated news.parquet,2026-05-25T12:51:17+00:00
20260525T125106+0000,international_news,新聞,fallback,False,37,2026-05-25T06:08:20+00:00,latest published regressed from 2026-05-25T06:08:20+00:00 to 2026-05-22T22:32:31+00:00,2026-05-25T12:51:19+00:00
20260525T125106+0000,discovery_news,探索,success,False,35,2026-05-25T03:20:00+00:00,updated discovery_news.parquet,2026-05-25T12:51:21+00:00
20260525T125106+0000,tsla_focus_news,專題,success,False,48,2026-05-24T13:26:12+00:00,updated tsla_keyword_news.parquet,2026-05-25T12:51:30+00:00
20260525T125106+0000,discovery_mentions,探索,success,False,17,2026-05-25T03:20:00+00:00,updated discovery_mentions.parquet,2026-05-25T12:51:33+00:00
20260525T125106+0000,discovery_candidates,探索,success,False,10,2026-05-25T12:51:06+00:00,updated discovery_candidates.parquet,2026-05-25T12:51:33+00:00
20260525T125106+0000,discovery_history,探索,success,False,55,2026-05-25T00:00:00+00:00,updated discovery_history.parquet,2026-05-25T12:51:33+00:00
20260525T125106+0000,discovery_performance,探索,success,False,114,,updated discovery_performance.parquet,2026-05-25T12:51:33+00:00
20260525T125106+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-25T12:51:33+00:00
20260525T125106+0000,kg_fact_events,知識圖譜,success,False,154,2026-05-25T06:55:00+00:00,updated kg/fact_events.parquet,2026-05-25T12:51:34+00:00
20260525T125106+0000,kg_narratives,知識圖譜,success,False,154,2026-05-25T06:55:00+00:00,updated kg/narrative_features.parquet,2026-05-25T12:51:34+00:00
20260525T125106+0000,kg_reactions,知識圖譜,success,False,508,2026-05-25T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-25T12:51:34+00:00
20260525T125106+0000,kg_links,知識圖譜,success,False,262,2026-05-25T12:51:34+00:00,updated kg/event_links.parquet,2026-05-25T12:51:34+00:00
20260525T125106+0000,kg_metadata,知識圖譜,success,False,1,2026-05-25T12:51:06+00:00,updated kg/kg_metadata.json,2026-05-25T12:51:34+00:00
20260525T125106+0000,prediction_log,模型,success,False,18,2026-05-22T00:00:00+00:00,updated prediction_log.csv,2026-05-25T12:51:35+00:00
20260525T125106+0000,lstm_features,模型,success,False,72,2026-04-24T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-25T12:51:38+00:00
20260525T125106+0000,lstm_status,模型,success,False,72,2026-05-25T12:51:38+00:00,updated lstm status,2026-05-25T12:51:38+00:00
20260525T215749+0000,market_prices,主資料,success,True,116760,2026-05-25T00:00:00+00:00,updated prices.parquet,2026-05-25T21:57:56+00:00
20260525T215749+0000,market_macro,主資料,success,True,17621,2026-05-22T00:00:00+00:00,updated macro.parquet,2026-05-25T21:57:56+00:00
20260525T215749+0000,watchlist_news,新聞,success,True,120,2026-05-25T17:33:00+00:00,updated news.parquet,2026-05-25T21:58:03+00:00
20260525T215749+0000,international_news,新聞,success,False,37,2026-05-25T11:47:24+00:00,updated international_news.parquet,2026-05-25T21:58:05+00:00
20260525T215749+0000,discovery_news,探索,success,False,35,2026-05-25T16:40:08+00:00,updated discovery_news.parquet,2026-05-25T21:58:07+00:00
20260525T215749+0000,tsla_focus_news,專題,success,False,51,2026-05-25T15:30:00+00:00,updated tsla_keyword_news.parquet,2026-05-25T21:58:17+00:00
20260525T215749+0000,discovery_mentions,探索,success,False,17,2026-05-25T03:20:00+00:00,updated discovery_mentions.parquet,2026-05-25T21:58:21+00:00
20260525T215749+0000,discovery_candidates,探索,success,False,12,2026-05-25T21:57:49+00:00,updated discovery_candidates.parquet,2026-05-25T21:58:21+00:00
20260525T215749+0000,discovery_history,探索,success,False,57,2026-05-25T00:00:00+00:00,updated discovery_history.parquet,2026-05-25T21:58:21+00:00
20260525T215749+0000,discovery_performance,探索,success,False,114,,updated discovery_performance.parquet,2026-05-25T21:58:21+00:00
20260525T215749+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-25T21:58:21+00:00
20260525T215749+0000,kg_fact_events,知識圖譜,success,False,154,2026-05-25T17:33:00+00:00,updated kg/fact_events.parquet,2026-05-25T21:58:23+00:00
20260525T215749+0000,kg_narratives,知識圖譜,success,False,154,2026-05-25T17:33:00+00:00,updated kg/narrative_features.parquet,2026-05-25T21:58:23+00:00
20260525T215749+0000,kg_reactions,知識圖譜,success,False,504,2026-05-25T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-25T21:58:23+00:00
20260525T215749+0000,kg_links,知識圖譜,success,False,271,2026-05-25T21:58:22+00:00,updated kg/event_links.parquet,2026-05-25T21:58:23+00:00
20260525T215749+0000,kg_metadata,知識圖譜,success,False,1,2026-05-25T21:57:49+00:00,updated kg/kg_metadata.json,2026-05-25T21:58:23+00:00
20260525T215749+0000,prediction_log,模型,success,False,18,2026-05-22T00:00:00+00:00,updated prediction_log.csv,2026-05-25T21:58:24+00:00
20260525T215749+0000,lstm_features,模型,success,False,72,2026-04-24T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-25T21:58:30+00:00
20260525T215749+0000,lstm_status,模型,success,False,72,2026-05-25T21:58:30+00:00,updated lstm status,2026-05-25T21:58:30+00:00
20260526T193507+0000,market_prices,主資料,success,True,116771,2026-05-26T00:00:00+00:00,updated prices.parquet,2026-05-26T19:35:11+00:00
20260526T193507+0000,market_macro,主資料,success,True,17614,2026-05-25T00:00:00+00:00,updated macro.parquet,2026-05-26T19:35:11+00:00
20260526T193507+0000,watchlist_news,新聞,success,True,120,2026-05-26T18:16:42+00:00,updated news.parquet,2026-05-26T19:35:17+00:00
20260526T193507+0000,international_news,新聞,success,False,38,2026-05-26T14:28:12+00:00,updated international_news.parquet,2026-05-26T19:35:19+00:00
20260526T193507+0000,discovery_news,探索,success,False,35,2026-05-26T19:30:21+00:00,updated discovery_news.parquet,2026-05-26T19:35:21+00:00
20260526T193507+0000,tsla_focus_news,專題,success,False,52,2026-05-26T19:17:04+00:00,updated tsla_keyword_news.parquet,2026-05-26T19:35:30+00:00
20260526T193507+0000,discovery_mentions,探索,success,False,11,2026-05-26T19:30:21+00:00,updated discovery_mentions.parquet,2026-05-26T19:35:32+00:00
20260526T193507+0000,discovery_candidates,探索,success,False,9,2026-05-26T19:35:07+00:00,updated discovery_candidates.parquet,2026-05-26T19:35:32+00:00
20260526T193507+0000,discovery_history,探索,success,False,66,2026-05-26T00:00:00+00:00,updated discovery_history.parquet,2026-05-26T19:35:32+00:00
20260526T193507+0000,discovery_performance,探索,success,False,198,2026-05-26T00:00:00+00:00,updated discovery_performance.parquet,2026-05-26T19:35:32+00:00
20260526T193507+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-26T19:35:32+00:00
20260526T193507+0000,kg_fact_events,知識圖譜,success,False,154,2026-05-26T18:16:42+00:00,updated kg/fact_events.parquet,2026-05-26T19:35:34+00:00
20260526T193507+0000,kg_narratives,知識圖譜,success,False,154,2026-05-26T18:16:42+00:00,updated kg/narrative_features.parquet,2026-05-26T19:35:34+00:00
20260526T193507+0000,kg_reactions,知識圖譜,success,False,524,2026-05-26T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-26T19:35:34+00:00
20260526T193507+0000,kg_links,知識圖譜,success,False,271,2026-05-26T19:35:33+00:00,updated kg/event_links.parquet,2026-05-26T19:35:34+00:00
20260526T193507+0000,kg_metadata,知識圖譜,success,False,1,2026-05-26T19:35:07+00:00,updated kg/kg_metadata.json,2026-05-26T19:35:34+00:00
20260526T193507+0000,prediction_log,模型,success,False,21,2026-05-26T00:00:00+00:00,updated prediction_log.csv,2026-05-26T19:35:36+00:00
20260526T193507+0000,lstm_features,模型,success,False,71,2026-04-27T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-26T19:35:41+00:00
20260526T193507+0000,lstm_status,模型,success,False,71,2026-05-26T19:35:41+00:00,updated lstm status,2026-05-26T19:35:41+00:00
20260527T123819+0000,market_prices,主資料,success,True,116755,2026-05-27T00:00:00+00:00,updated prices.parquet,2026-05-27T12:38:26+00:00
20260527T123819+0000,market_macro,主資料,success,True,17613,2026-05-26T00:00:00+00:00,updated macro.parquet,2026-05-27T12:38:26+00:00
20260527T123819+0000,watchlist_news,新聞,success,True,120,2026-05-27T10:31:32+00:00,updated news.parquet,2026-05-27T12:38:32+00:00
20260527T123819+0000,international_news,新聞,success,False,39,2026-05-26T21:22:19+00:00,updated international_news.parquet,2026-05-27T12:38:34+00:00
20260527T123819+0000,discovery_news,探索,success,False,35,2026-05-27T07:46:50+00:00,updated discovery_news.parquet,2026-05-27T12:38:36+00:00
20260527T123819+0000,tsla_focus_news,專題,success,False,54,2026-05-27T00:48:28+00:00,updated tsla_keyword_news.parquet,2026-05-27T12:38:45+00:00
20260527T123819+0000,discovery_mentions,探索,success,False,14,2026-05-27T06:19:40+00:00,updated discovery_mentions.parquet,2026-05-27T12:38:50+00:00
20260527T123819+0000,discovery_candidates,探索,success,False,9,2026-05-27T12:38:19+00:00,updated discovery_candidates.parquet,2026-05-27T12:38:50+00:00
20260527T123819+0000,discovery_history,探索,success,False,75,2026-05-27T00:00:00+00:00,updated discovery_history.parquet,2026-05-27T12:38:50+00:00
20260527T123819+0000,discovery_performance,探索,success,False,198,2026-05-26T00:00:00+00:00,updated discovery_performance.parquet,2026-05-27T12:38:50+00:00
20260527T123819+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-27T12:38:50+00:00
20260527T123819+0000,kg_fact_events,知識圖譜,success,False,154,2026-05-27T10:31:32+00:00,updated kg/fact_events.parquet,2026-05-27T12:38:53+00:00
20260527T123819+0000,kg_narratives,知識圖譜,success,False,154,2026-05-27T10:31:32+00:00,updated kg/narrative_features.parquet,2026-05-27T12:38:53+00:00
20260527T123819+0000,kg_reactions,知識圖譜,success,False,516,2026-05-27T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-27T12:38:53+00:00
20260527T123819+0000,kg_links,知識圖譜,success,False,273,2026-05-27T12:38:51+00:00,updated kg/event_links.parquet,2026-05-27T12:38:53+00:00
20260527T123819+0000,kg_metadata,知識圖譜,success,False,1,2026-05-27T12:38:19+00:00,updated kg/kg_metadata.json,2026-05-27T12:38:53+00:00
20260527T123819+0000,prediction_log,模型,success,False,21,2026-05-26T00:00:00+00:00,updated prediction_log.csv,2026-05-27T12:38:54+00:00
20260527T123819+0000,lstm_features,模型,success,False,69,2026-04-24T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-27T12:38:59+00:00
20260527T123819+0000,lstm_status,模型,success,False,69,2026-05-27T12:38:59+00:00,updated lstm status,2026-05-27T12:38:59+00:00
20260527T230356+0000,market_prices,主資料,success,True,116783,2026-05-27T00:00:00+00:00,updated prices.parquet,2026-05-27T23:03:59+00:00
20260527T230356+0000,market_macro,主資料,success,True,17618,2026-05-27T00:00:00+00:00,updated macro.parquet,2026-05-27T23:03:59+00:00
20260527T230356+0000,watchlist_news,新聞,success,True,120,2026-05-27T21:40:45+00:00,updated news.parquet,2026-05-27T23:04:05+00:00
20260527T230356+0000,international_news,新聞,success,False,39,2026-05-27T16:43:50+00:00,updated international_news.parquet,2026-05-27T23:04:08+00:00
20260527T230356+0000,discovery_news,探索,success,False,35,2026-05-27T18:30:00+00:00,updated discovery_news.parquet,2026-05-27T23:04:10+00:00
20260527T230356+0000,tsla_focus_news,專題,success,False,49,2026-05-27T21:47:00+00:00,updated tsla_keyword_news.parquet,2026-05-27T23:04:19+00:00
20260527T230356+0000,discovery_mentions,探索,success,False,13,2026-05-27T15:22:39+00:00,updated discovery_mentions.parquet,2026-05-27T23:04:21+00:00
20260527T230356+0000,discovery_candidates,探索,success,False,9,2026-05-27T23:03:56+00:00,updated discovery_candidates.parquet,2026-05-27T23:04:21+00:00
20260527T230356+0000,discovery_history,探索,success,False,75,2026-05-27T00:00:00+00:00,updated discovery_history.parquet,2026-05-27T23:04:21+00:00
20260527T230356+0000,discovery_performance,探索,success,False,225,2026-05-27T00:00:00+00:00,updated discovery_performance.parquet,2026-05-27T23:04:21+00:00
20260527T230356+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-27T23:04:21+00:00
20260527T230356+0000,kg_fact_events,知識圖譜,success,False,155,2026-05-27T21:40:45+00:00,updated kg/fact_events.parquet,2026-05-27T23:04:23+00:00
20260527T230356+0000,kg_narratives,知識圖譜,success,False,155,2026-05-27T21:40:45+00:00,updated kg/narrative_features.parquet,2026-05-27T23:04:23+00:00
20260527T230356+0000,kg_reactions,知識圖譜,success,False,528,2026-05-27T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-27T23:04:23+00:00
20260527T230356+0000,kg_links,知識圖譜,success,False,271,2026-05-27T23:04:22+00:00,updated kg/event_links.parquet,2026-05-27T23:04:23+00:00
20260527T230356+0000,kg_metadata,知識圖譜,success,False,1,2026-05-27T23:03:56+00:00,updated kg/kg_metadata.json,2026-05-27T23:04:23+00:00
20260527T230356+0000,prediction_log,模型,success,False,24,2026-05-27T00:00:00+00:00,updated prediction_log.csv,2026-05-27T23:04:25+00:00
20260527T230356+0000,lstm_features,模型,success,False,71,2026-04-28T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-27T23:04:31+00:00
20260527T230356+0000,lstm_status,模型,success,False,71,2026-05-27T23:04:31+00:00,updated lstm status,2026-05-27T23:04:31+00:00
20260528T120647+0000,market_prices,主資料,success,True,116785,2026-05-28T00:00:00+00:00,updated prices.parquet,2026-05-28T12:06:52+00:00
20260528T120647+0000,market_macro,主資料,success,True,17618,2026-05-27T00:00:00+00:00,updated macro.parquet,2026-05-28T12:06:52+00:00
20260528T120647+0000,watchlist_news,新聞,success,True,120,2026-05-28T09:42:13+00:00,updated news.parquet,2026-05-28T12:06:57+00:00
20260528T120647+0000,international_news,新聞,success,False,38,2026-05-28T12:00:41+00:00,updated international_news.parquet,2026-05-28T12:06:59+00:00
20260528T120647+0000,discovery_news,探索,success,False,35,2026-05-28T08:54:04+00:00,updated discovery_news.parquet,2026-05-28T12:07:02+00:00
20260528T120647+0000,tsla_focus_news,專題,success,False,48,2026-05-28T10:27:30+00:00,updated tsla_keyword_news.parquet,2026-05-28T12:07:10+00:00
20260528T120647+0000,discovery_mentions,探索,success,False,10,2026-05-27T21:41:37+00:00,updated discovery_mentions.parquet,2026-05-28T12:07:12+00:00
20260528T120647+0000,discovery_candidates,探索,success,False,8,2026-05-28T12:06:47+00:00,updated discovery_candidates.parquet,2026-05-28T12:07:12+00:00
20260528T120647+0000,discovery_history,探索,success,False,83,2026-05-28T00:00:00+00:00,updated discovery_history.parquet,2026-05-28T12:07:12+00:00
20260528T120647+0000,discovery_performance,探索,success,False,225,2026-05-27T00:00:00+00:00,updated discovery_performance.parquet,2026-05-28T12:07:12+00:00
20260528T120647+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-28T12:07:12+00:00
20260528T120647+0000,kg_fact_events,知識圖譜,success,False,150,2026-05-28T12:00:41+00:00,updated kg/fact_events.parquet,2026-05-28T12:07:14+00:00
20260528T120647+0000,kg_narratives,知識圖譜,success,False,150,2026-05-28T12:00:41+00:00,updated kg/narrative_features.parquet,2026-05-28T12:07:14+00:00
20260528T120647+0000,kg_reactions,知識圖譜,success,False,516,2026-05-28T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-28T12:07:14+00:00
20260528T120647+0000,kg_links,知識圖譜,success,False,257,2026-05-28T12:07:13+00:00,updated kg/event_links.parquet,2026-05-28T12:07:14+00:00
20260528T120647+0000,kg_metadata,知識圖譜,success,False,1,2026-05-28T12:06:47+00:00,updated kg/kg_metadata.json,2026-05-28T12:07:14+00:00
20260528T120647+0000,prediction_log,模型,success,False,24,2026-05-27T00:00:00+00:00,updated prediction_log.csv,2026-05-28T12:07:16+00:00
20260528T120647+0000,lstm_features,模型,success,False,71,2026-04-28T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-28T12:07:21+00:00
20260528T120647+0000,lstm_status,模型,success,False,71,2026-05-28T12:07:21+00:00,updated lstm status,2026-05-28T12:07:21+00:00
20260528T125004+0000,market_prices,主資料,success,True,116785,2026-05-28T00:00:00+00:00,updated prices.parquet,2026-05-28T12:50:08+00:00
20260528T125004+0000,market_macro,主資料,success,True,17619,2026-05-27T00:00:00+00:00,updated macro.parquet,2026-05-28T12:50:08+00:00
20260528T125004+0000,watchlist_news,新聞,success,True,120,2026-05-28T10:59:37+00:00,updated news.parquet,2026-05-28T12:50:14+00:00
20260528T125004+0000,international_news,新聞,success,False,38,2026-05-28T12:42:32+00:00,updated international_news.parquet,2026-05-28T12:50:16+00:00
20260528T125004+0000,discovery_news,探索,success,False,35,2026-05-28T08:54:04+00:00,updated discovery_news.parquet,2026-05-28T12:50:18+00:00
20260528T125004+0000,tsla_focus_news,專題,success,False,48,2026-05-28T10:27:30+00:00,updated tsla_keyword_news.parquet,2026-05-28T12:50:27+00:00
20260528T125004+0000,discovery_mentions,探索,success,False,12,2026-05-27T21:41:37+00:00,updated discovery_mentions.parquet,2026-05-28T12:50:30+00:00
20260528T125004+0000,discovery_candidates,探索,success,False,10,2026-05-28T12:50:04+00:00,updated discovery_candidates.parquet,2026-05-28T12:50:30+00:00
20260528T125004+0000,discovery_history,探索,success,False,85,2026-05-28T00:00:00+00:00,updated discovery_history.parquet,2026-05-28T12:50:30+00:00
20260528T125004+0000,discovery_performance,探索,success,False,225,2026-05-27T00:00:00+00:00,updated discovery_performance.parquet,2026-05-28T12:50:30+00:00
20260528T125004+0000,governance_summary,治理,success,False,4,,updated governance_summary.parquet,2026-05-28T12:50:30+00:00
20260528T125004+0000,kg_fact_events,知識圖譜,success,False,150,2026-05-28T12:42:32+00:00,updated kg/fact_events.parquet,2026-05-28T12:50:32+00:00
20260528T125004+0000,kg_narratives,知識圖譜,success,False,150,2026-05-28T12:42:32+00:00,updated kg/narrative_features.parquet,2026-05-28T12:50:32+00:00
20260528T125004+0000,kg_reactions,知識圖譜,success,False,516,2026-05-28T00:00:00+00:00,updated kg/market_reactions.parquet,2026-05-28T12:50:32+00:00
20260528T125004+0000,kg_links,知識圖譜,success,False,260,2026-05-28T12:50:31+00:00,updated kg/event_links.parquet,2026-05-28T12:50:32+00:00
20260528T125004+0000,kg_metadata,知識圖譜,success,False,1,2026-05-28T12:50:04+00:00,updated kg/kg_metadata.json,2026-05-28T12:50:32+00:00
20260528T125004+0000,prediction_log,模型,success,False,24,2026-05-27T00:00:00+00:00,updated prediction_log.csv,2026-05-28T12:50:34+00:00
20260528T125004+0000,lstm_features,模型,success,False,71,2026-04-28T00:00:00+00:00,updated lstm/lstm_features.parquet,2026-05-28T12:50:39+00:00
20260528T125004+0000,lstm_status,模型,success,False,71,2026-05-28T12:50:39+00:00,updated lstm status,2026-05-28T12:50:39+00:00
20260528T230145+0000,market_prices,主資料,success,True,116813,2026-05-28T00:00:00+00:00,updated prices.parquet,2026-05-28T23:01:48+00:00
20260528T230145+0000,market_macro,主資料,success,True,17624,2026-05-28T00:00:00+00:00,updated macro.parquet,2026-05-28T23:01:48+00:00
20260528T230145+0000,watchlist_news,新聞,success,True,120,2026-05-28T18:11:29+00:00,updated news.parquet,2026-05-28T23:01:54+00:00
